CustomerKey,Name,Gender,Birthday,City,State,State Code,Country,Country Code
250944,Dallas Hudson,Male,1976-03-01 00:00:00,Welland,Ontario,ON,Canada,CA
252383,Edward Barnes,Male,1951-12-12 00:00:00,Grande Prairie,Alberta,AB,Canada,CA
252694,David Smith,Male,1985-07-27 00:00:00,Fort Augustus,Prince Edward Island,PE,Canada,CA
252769,Charles Edwards,Male,1984-05-01 00:00:00,Montreal,Quebec,QC,Canada,CA
253001,John Hester,Male,1975-05-04 00:00:00,Windsor,Ontario,ON,Canada,CA
253779,Brian Trimble,Male,1974-09-18 00:00:00,Ottawa,Ontario,ON,Canada,CA
254517,Pat Aldridge,Male,1943-05-25 00:00:00,Echo Bay,Ontario,ON,Canada,CA
255073,Amber Church,Female,1982-01-14 00:00:00,Calgary,Alberta,AB,Canada,CA
255278,Craig Boden,Male,1946-10-18 00:00:00,Calgary,Alberta,AB,Canada,CA
255536,William Eley,Male,1968-01-13 00:00:00,Victoria,British Columbia,BC,Canada,CA
256558,Kevin Coker,Male,1987-02-11 00:00:00,Calgary,Alberta,AB,Canada,CA
256789,Kenneth Hutchings,Male,1960-07-26 00:00:00,Ottawa,Ontario,ON,Canada,CA
256970,Gregory Rayburn,Male,1989-11-08 00:00:00,Cooksville,Ontario,ON,Canada,CA
257033,Richard Diggs,Male,1965-08-19 00:00:00,Change Islands,Newfoundland and Labrador,NL,Canada,CA
257071,Daniela Hamblin,Female,1948-07-10 00:00:00,Vancouver,British Columbia,BC,Canada,CA
257084,Darnell Stalter,Male,1998-12-14 00:00:00,Toronto,Ontario,ON,Canada,CA
257169,Fred Johnston,Male,1942-08-18 00:00:00,Hamilton,Ontario,ON,Canada,CA
257222,Robert Cruz,Male,1985-08-21 00:00:00,Toronto,Ontario,ON,Canada,CA
257642,Sandra Fernandez,Female,1955-03-07 00:00:00,Toronto,Ontario,ON,Canada,CA
258004,Jesus Williams,Male,1950-03-25 00:00:00,Regina,Saskatchewan,SK,Canada,CA
258194,Wanda Delisle,Female,1979-09-24 00:00:00,Vancouver,British Columbia,BC,Canada,CA
258260,Jose Turner,Male,1953-12-06 00:00:00,St-Jerome,Quebec,QC,Canada,CA
258498,Jason Beverly,Male,1969-06-18 00:00:00,Stratford,Ontario,ON,Canada,CA
258835,Fred Abel,Male,1966-06-25 00:00:00,Fort Mcmurray,Alberta,AB,Canada,CA
258954,Alida Curtis,Female,1981-08-02 00:00:00,Erin Mills,Ontario,ON,Canada,CA
259037,Jesse Paz,Male,1936-10-10 00:00:00,Tiverton,Ontario,ON,Canada,CA
259453,Vera Makowski,Female,1943-06-20 00:00:00,Peterborough,Ontario,ON,Canada,CA
260497,Constance Griffin,Female,1999-04-27 00:00:00,Toronto,Ontario,ON,Canada,CA
260681,Tessie Sosa,Female,1940-09-23 00:00:00,Toronto,Ontario,ON,Canada,CA
260696,Marcus Steele,Male,1938-11-02 00:00:00,Toronto,Ontario,ON,Canada,CA
261022,Frank Rivers,Male,1940-06-07 00:00:00,Edmonton,Alberta,AB,Canada,CA
261086,Beverly Hirth,Female,1965-03-21 00:00:00,St Catharines,Ontario,ON,Canada,CA
261261,David Ramsey,Male,1942-10-31 00:00:00,Calgary,Alberta,AB,Canada,CA
261365,Tracy Clark,Female,1949-10-13 00:00:00,Whitney,Ontario,ON,Canada,CA
261464,Donald Jessup,Male,1952-01-11 00:00:00,North Vancouver,British Columbia,BC,Canada,CA
261502,Joe Merriman,Male,1997-11-30 00:00:00,Brampton,Ontario,ON,Canada,CA
261910,Donald Li,Male,1980-05-31 00:00:00,Ottawa,Ontario,ON,Canada,CA
262515,Laura Haggard,Female,1960-03-03 00:00:00,St Catharines,Ontario,ON,Canada,CA
263373,Daniel Shirey,Male,1990-08-15 00:00:00,Lethbridge,Alberta,AB,Canada,CA
263390,Adan Harvey,Male,1997-09-07 00:00:00,Montreal,Quebec,QC,Canada,CA
263625,Patrick White,Male,1975-06-14 00:00:00,Sault Ste Marie,Ontario,ON,Canada,CA
263858,Joan Showers,Female,1965-07-03 00:00:00,Quebec,Quebec,QC,Canada,CA
263902,Mollie Bailey,Female,1997-01-15 00:00:00,Surrey,British Columbia,BC,Canada,CA
264385,Rose Madewell,Female,1998-06-19 00:00:00,Fairmont Hot Springs,British Columbia,BC,Canada,CA
264410,Eileen Owens,Female,1974-11-26 00:00:00,Tagish,Yukon,YT,Canada,CA
264430,Betty Trout,Female,1978-09-26 00:00:00,Thetford Mines,Quebec,QC,Canada,CA
265422,William Long,Male,1968-08-09 00:00:00,Barrie,Ontario,ON,Canada,CA
265709,Timothy Maloney,Male,1967-08-03 00:00:00,Victoria,British Columbia,BC,Canada,CA
266434,Joan Lee,Female,1995-11-25 00:00:00,Edmonton,Alberta,AB,Canada,CA
267415,Eric Munoz,Male,1944-03-06 00:00:00,Toronto,Ontario,ON,Canada,CA
267650,Julie Flanders,Female,1966-06-27 00:00:00,St Catharines,Ontario,ON,Canada,CA
267651,Fernando Elliott,Male,1956-10-30 00:00:00,Calgary,Alberta,AB,Canada,CA
267783,Gail Tucker,Female,1939-07-23 00:00:00,Edmonton,Alberta,AB,Canada,CA
268520,Stephanie Manning,Female,1935-11-21 00:00:00,Lethbridge,Alberta,AB,Canada,CA
268959,Dorothy Torbett,Female,1976-04-06 00:00:00,Calgary,Alberta,AB,Canada,CA
269102,Herman Wilcox,Male,1987-03-18 00:00:00,Hixon,British Columbia,BC,Canada,CA
269244,Kirk Dotson,Male,1989-10-17 00:00:00,Calgary,Alberta,AB,Canada,CA
270079,Gladys Dumont,Female,1992-04-03 00:00:00,Montreal,Quebec,QC,Canada,CA
270586,Blanche Via,Female,1996-05-02 00:00:00,Qualicum Beach,British Columbia,BC,Canada,CA
271571,Lee Sanchez,Male,1939-02-11 00:00:00,Thunder Bay,Ontario,ON,Canada,CA
271863,Manuela Hubbard,Female,1952-10-14 00:00:00,Richmond,British Columbia,BC,Canada,CA
272414,Matthew Ward,Male,1956-02-04 00:00:00,Sherbrooke,Quebec,QC,Canada,CA
272429,Kathleen Mendoza,Female,1970-11-02 00:00:00,Montreal,Quebec,QC,Canada,CA
272681,James Head,Male,2000-03-19 00:00:00,Toronto,Ontario,ON,Canada,CA
273939,Jennifer Clayborn,Female,1976-09-18 00:00:00,Windsor,Ontario,ON,Canada,CA
274418,Melissa Beck,Female,1947-01-16 00:00:00,Edmonton,Alberta,AB,Canada,CA
274692,Neil Smith,Male,1968-01-10 00:00:00,Toronto,Ontario,ON,Canada,CA
274869,Carroll Proctor,Male,1952-04-10 00:00:00,Toronto,Ontario,ON,Canada,CA
275213,Kimberly Gonzalez,Female,1982-02-02 00:00:00,Port Elgin,Ontario,ON,Canada,CA
275321,Althea Bird,Female,1988-10-01 00:00:00,Montreal,Quebec,QC,Canada,CA
276103,Jessica Wade,Female,1983-10-07 00:00:00,Vancouver,British Columbia,BC,Canada,CA
276246,Richard Coil,Male,1979-10-09 00:00:00,Calgary,Alberta,AB,Canada,CA
276337,Sarah Bork,Female,1951-04-27 00:00:00,Prince Albert,Saskatchewan,SK,Canada,CA
276509,William Rich,Male,1950-11-06 00:00:00,Montreal,Quebec,QC,Canada,CA
276932,Gerald Powers,Male,1987-03-21 00:00:00,Chauvin,Alberta,AB,Canada,CA
277062,William Baxter,Male,1980-06-05 00:00:00,Victoria,British Columbia,BC,Canada,CA
277118,Ruth Rose,Female,1976-05-26 00:00:00,Montreal,Quebec,QC,Canada,CA
277201,Patrica Ferry,Female,1953-12-06 00:00:00,Calgary,Alberta,AB,Canada,CA
277277,Justin Staten,Male,1951-07-10 00:00:00,Toronto,Ontario,ON,Canada,CA
277696,Matthew Kaufman,Male,1998-10-06 00:00:00,Neustadt,Ontario,ON,Canada,CA
278457,John Guzman,Male,1996-03-24 00:00:00,Sayabec,Quebec,QC,Canada,CA
278518,Janet Woods,Female,1968-01-25 00:00:00,Calgary,Alberta,AB,Canada,CA
278645,Ian Lewis,Male,1994-03-08 00:00:00,Parham,Ontario,ON,Canada,CA
278651,Linda Carroll,Female,1982-10-03 00:00:00,Montreal,Quebec,QC,Canada,CA
279028,Paul Horne,Male,1970-02-21 00:00:00,Fredericton,New Brunswick,NB,Canada,CA
279132,Victor Gaston,Male,1999-08-14 00:00:00,Humboldt,Saskatchewan,SK,Canada,CA
279810,Richard Lafave,Male,1991-09-26 00:00:00,Toronto,Ontario,ON,Canada,CA
279899,John Krueger,Male,1968-05-10 00:00:00,Windsor,Ontario,ON,Canada,CA
279994,Wanda Steeves,Female,1966-07-06 00:00:00,Kitchener,Ontario,ON,Canada,CA
280075,Joe Morris,Male,1986-12-25 00:00:00,Calgary,Alberta,AB,Canada,CA
280277,Sam Rodriguez,Male,1979-06-24 00:00:00,Orangeville,Ontario,ON,Canada,CA
281228,Ann Sullivan,Female,1971-08-22 00:00:00,Ottawa,Ontario,ON,Canada,CA
283881,Tara Carranza,Female,1978-10-24 00:00:00,Toronto,Ontario,ON,Canada,CA
283906,Laura Davis,Female,1957-04-02 00:00:00,Plamondon,Alberta,AB,Canada,CA
284445,Florence Neagle,Female,1974-05-28 00:00:00,Toronto,Ontario,ON,Canada,CA
284566,Randy Green,Male,1943-04-14 00:00:00,Galt,Ontario,ON,Canada,CA
284672,Miguel Jordan,Male,1949-06-28 00:00:00,Old Crow,Yukon,YT,Canada,CA
285405,Nina Worthley,Female,1976-02-01 00:00:00,Warren,Ontario,ON,Canada,CA
285531,Ruby Oliver,Female,2000-09-21 00:00:00,Toronto,Ontario,ON,Canada,CA
285552,Douglas Michel,Male,1957-12-15 00:00:00,Slocan,British Columbia,BC,Canada,CA
285746,Betty Wilson,Female,1974-01-08 00:00:00,Nanaimo,British Columbia,BC,Canada,CA
285905,Summer Broome,Female,1985-07-16 00:00:00,Aylmer,Ontario,ON,Canada,CA
286441,Frank Butler,Male,1965-11-11 00:00:00,Vancouver,British Columbia,BC,Canada,CA
286542,Elizabeth Williams,Female,1995-03-10 00:00:00,Bredenbury,Saskatchewan,SK,Canada,CA
286690,Bob Christianson,Male,1974-11-03 00:00:00,St Catharines,Ontario,ON,Canada,CA
286731,Marion Kirkley,Male,1958-01-21 00:00:00,Horsefly,British Columbia,BC,Canada,CA
287247,Gregory Day,Male,1963-06-19 00:00:00,Hull,Quebec,QC,Canada,CA
287277,Ladonna Young,Female,1994-11-18 00:00:00,Fort St John,British Columbia,BC,Canada,CA
287537,Margaret Pittman,Female,1957-06-11 00:00:00,Victoriaville,Quebec,QC,Canada,CA
288057,Max Perry,Male,2000-06-24 00:00:00,Woodstock,Ontario,ON,Canada,CA
288239,Jack Client,Male,1940-11-19 00:00:00,Assiniboia,Saskatchewan,SK,Canada,CA
288497,Melissa Graham,Female,1953-08-12 00:00:00,Vegreville,Alberta,AB,Canada,CA
288880,Harvey Bastien,Male,1958-11-26 00:00:00,Calgary,Alberta,AB,Canada,CA
289230,Rose Lemons,Female,1964-04-28 00:00:00,Chetwynd,British Columbia,BC,Canada,CA
289616,Anna Miller,Female,1968-06-03 00:00:00,Neepawa,Manitoba,MB,Canada,CA
289674,Martin Fergerson,Male,1936-03-20 00:00:00,Vancouver,British Columbia,BC,Canada,CA
289741,Jessica Wedel,Female,1935-04-26 00:00:00,Weyburn,Saskatchewan,SK,Canada,CA
289810,Kelly Johnson,Female,1977-02-06 00:00:00,Toronto,Ontario,ON,Canada,CA
289936,Matt Thompson,Male,1956-07-14 00:00:00,Montreal,Quebec,QC,Canada,CA
289964,Rose Leger,Female,1965-09-29 00:00:00,Calgary,Alberta,AB,Canada,CA
290027,Eva Rivera,Female,1978-11-08 00:00:00,Oshawa,Ontario,ON,Canada,CA
290183,Irving Johnson,Male,1996-09-07 00:00:00,Paulatuk,Northwest Territories,NT,Canada,CA
290299,Nancy Antonio,Female,1955-05-14 00:00:00,Burlington,Ontario,ON,Canada,CA
290592,Branden Raby,Male,1939-12-29 00:00:00,Toronto,Ontario,ON,Canada,CA
290965,Robert Stanfill,Male,1955-04-11 00:00:00,Fort St John,British Columbia,BC,Canada,CA
291316,Daisy Driscoll,Female,1952-07-26 00:00:00,Toronto,Ontario,ON,Canada,CA
291695,Ronald Cole,Male,1936-09-09 00:00:00,Ancaster,Ontario,ON,Canada,CA
291831,Sara Underwood,Female,1990-04-10 00:00:00,Lindsay,Ontario,ON,Canada,CA
291922,Nancy Williams,Female,1978-01-16 00:00:00,Toronto,Ontario,ON,Canada,CA
292199,Doris Chapman,Female,1981-06-28 00:00:00,Calgary,Alberta,AB,Canada,CA
292897,Heather Martin,Female,1970-05-24 00:00:00,Abbey,Saskatchewan,SK,Canada,CA
293069,Constance Boughner,Female,1996-06-26 00:00:00,Ottawa,Ontario,ON,Canada,CA
293121,Vincent Null,Male,1937-07-10 00:00:00,Chemainus,British Columbia,BC,Canada,CA
293227,Laura Wynn,Female,1969-12-09 00:00:00,Lavaltrie,Quebec,QC,Canada,CA
293626,Richard Rosemond,Male,1974-08-08 00:00:00,Batchawana Bay,Ontario,ON,Canada,CA
295279,Damien Bush,Male,1999-08-22 00:00:00,Fort Mcmurray,Alberta,AB,Canada,CA
295323,Matthew Mobley,Male,1972-12-14 00:00:00,Logan Lake,British Columbia,BC,Canada,CA
295835,Howard Johnson,Male,1955-08-05 00:00:00,Quebec,Quebec,QC,Canada,CA
295916,Susan Sanchez,Female,1965-04-16 00:00:00,Toronto,Ontario,ON,Canada,CA
296459,Donald Roberts,Male,1995-05-21 00:00:00,Maple Creek,Saskatchewan,SK,Canada,CA
296652,Doyle Fults,Male,1944-12-02 00:00:00,Kamloops,British Columbia,BC,Canada,CA
296751,Orlando Balderrama,Male,1971-01-02 00:00:00,Brampton,Ontario,ON,Canada,CA
296868,Lauren Jeffords,Female,1945-08-09 00:00:00,Vancouver,British Columbia,BC,Canada,CA
297083,Larry Bailey,Male,1936-04-26 00:00:00,Surrey,British Columbia,BC,Canada,CA
297196,Donald Coughlin,Male,1955-08-17 00:00:00,Saskatoon,Saskatchewan,SK,Canada,CA
297473,Helen Bryant,Female,1985-10-23 00:00:00,Princeton,British Columbia,BC,Canada,CA
297805,Ernestina Olivera,Female,1970-12-18 00:00:00,Fort Mcmurray,Alberta,AB,Canada,CA
298093,Lovetta Hudson,Female,1970-05-06 00:00:00,St Apollinaire,Quebec,QC,Canada,CA
298277,John Bentley,Male,1974-04-19 00:00:00,Calgary,Alberta,AB,Canada,CA
298486,Sonya Persinger,Female,1958-10-10 00:00:00,Toronto,Ontario,ON,Canada,CA
299334,Laurie Pooley,Female,1989-05-22 00:00:00,Toronto,Ontario,ON,Canada,CA
299786,Teri Collins,Female,1969-03-21 00:00:00,St Laurent,Quebec,QC,Canada,CA
300254,Shannon Cook,Female,1965-11-12 00:00:00,Morrisburg,Ontario,ON,Canada,CA
300324,Andres Morales,Male,1982-08-23 00:00:00,Calgary,Alberta,AB,Canada,CA
300402,Roberta Diaz,Female,1981-09-24 00:00:00,Toronto,Ontario,ON,Canada,CA
300583,Robert Mathews,Male,1961-01-03 00:00:00,Sebringville,Ontario,ON,Canada,CA
301425,Shawna Vick,Female,1947-07-07 00:00:00,Toronto,Ontario,ON,Canada,CA
301428,Stephanie Cooper,Female,1989-03-01 00:00:00,Kelowna,British Columbia,BC,Canada,CA
301493,Eugene Jackson,Male,1957-05-15 00:00:00,Toronto,Ontario,ON,Canada,CA
301503,Richard Hopkins,Male,1944-07-07 00:00:00,Burnaby,British Columbia,BC,Canada,CA
301521,Rebbecca Gayle,Female,1984-04-10 00:00:00,Herschel,Saskatchewan,SK,Canada,CA
302289,Jeffrey McManus,Male,2000-07-01 00:00:00,Chester,Nova Scotia,NS,Canada,CA
303262,Ruby Vandorn,Female,1990-05-14 00:00:00,Brampton,Ontario,ON,Canada,CA
304057,Kevin Hemphill,Male,1954-11-10 00:00:00,Tappen,British Columbia,BC,Canada,CA
304068,Gene Wilson,Male,1955-09-26 00:00:00,Nelson,British Columbia,BC,Canada,CA
304331,Angela Black,Female,1972-01-25 00:00:00,Kindersley,Saskatchewan,SK,Canada,CA
304448,Frederick Gilman,Male,1951-05-22 00:00:00,Orangeville,Ontario,ON,Canada,CA
305033,Henry Martin,Male,1949-12-23 00:00:00,Stratford,Ontario,ON,Canada,CA
305321,Wilbur Clay,Male,2000-05-03 00:00:00,Regina,Saskatchewan,SK,Canada,CA
305600,Esperanza Porter,Female,1949-10-01 00:00:00,New Westminister,British Columbia,BC,Canada,CA
306297,Ignacio Bell,Male,1981-12-17 00:00:00,Toronto,Ontario,ON,Canada,CA
306337,Heather Ritter,Female,1936-06-09 00:00:00,Laurierville,Quebec,QC,Canada,CA
307128,Jose Israel,Male,1980-03-31 00:00:00,Toronto,Ontario,ON,Canada,CA
307930,Kathy Ramirez,Female,1960-02-11 00:00:00,Saskatoon,Saskatchewan,SK,Canada,CA
307960,Jason Gallo,Male,1967-04-06 00:00:00,St Catharines,Ontario,ON,Canada,CA
307977,Ruby Phelan,Female,1938-11-18 00:00:00,Montreal,Quebec,QC,Canada,CA
308410,Pedro Wade,Male,1981-04-06 00:00:00,Montreal,Quebec,QC,Canada,CA
308735,Ruby Gee,Female,1976-04-07 00:00:00,Dorion,Ontario,ON,Canada,CA
309012,Phillip Bethel,Male,1939-11-24 00:00:00,Calder,Saskatchewan,SK,Canada,CA
309098,Mark Killinger,Male,1985-09-22 00:00:00,Mount Albert,Ontario,ON,Canada,CA
309203,Troy Bobbitt,Male,1952-12-07 00:00:00,Vancouver,British Columbia,BC,Canada,CA
309223,Hattie McCormick,Female,1962-08-22 00:00:00,Nanaimo,British Columbia,BC,Canada,CA
310143,Glenn Cisneros,Male,1936-09-27 00:00:00,Wabigoon,Ontario,ON,Canada,CA
310203,Christina Wilcox,Female,1935-11-28 00:00:00,Kitchener,Ontario,ON,Canada,CA
310388,Ronald Harrison,Male,1964-01-27 00:00:00,St Catharines,Ontario,ON,Canada,CA
310736,Melvin Tucker,Male,1961-09-21 00:00:00,Broadview,Saskatchewan,SK,Canada,CA
310902,Juan Ferebee,Male,1954-08-28 00:00:00,Mitchell,Ontario,ON,Canada,CA
310914,Elizabeth Ackerson,Female,1964-02-17 00:00:00,Calgary,Alberta,AB,Canada,CA
311142,Jennifer Osborn,Female,1992-11-14 00:00:00,Brooklin,Ontario,ON,Canada,CA
311312,Jean Zuniga,Female,1958-11-22 00:00:00,Moose Jaw,Saskatchewan,SK,Canada,CA
311681,Danielle Handy,Female,1940-06-04 00:00:00,Granum,Alberta,AB,Canada,CA
312015,Erik Malcolm,Male,1943-09-02 00:00:00,Montreal,Quebec,QC,Canada,CA
312345,Morris Cheney,Male,1981-05-04 00:00:00,Toronto,Ontario,ON,Canada,CA
312404,Harry Pearson,Male,1985-05-05 00:00:00,Flatbush,Alberta,AB,Canada,CA
312640,Clara Hanson,Female,1952-04-25 00:00:00,Montreal,Quebec,QC,Canada,CA
312980,Alfred Souliere,Male,1952-02-29 00:00:00,Calgary,Alberta,AB,Canada,CA
313069,Jacqueline Stanford,Female,1944-05-21 00:00:00,Ottawa,Ontario,ON,Canada,CA
313233,Virginia Moore,Female,1983-03-22 00:00:00,Ottawa,Ontario,ON,Canada,CA
313594,Christopher Seigler,Male,1960-05-08 00:00:00,Toronto,Ontario,ON,Canada,CA
313669,Gwendolyn Howell,Female,1977-11-12 00:00:00,North Bay,Ontario,ON,Canada,CA
314545,Dessie Jaeger,Female,1965-05-25 00:00:00,Ottawa,Ontario,ON,Canada,CA
314907,Matthew Delacruz,Male,1960-11-03 00:00:00,Calgary,Alberta,AB,Canada,CA
315340,Nicholas Swinehart,Male,1953-12-22 00:00:00,Streetsville,Ontario,ON,Canada,CA
315458,Angel Moak,Male,1989-08-25 00:00:00,Fauquier,British Columbia,BC,Canada,CA
315461,Todd Crook,Male,1939-06-16 00:00:00,Toronto,Ontario,ON,Canada,CA
315679,Chris West,Male,1976-01-09 00:00:00,Calgary,Alberta,AB,Canada,CA
315921,Lucille Boyd,Female,1977-03-11 00:00:00,Barrie,Ontario,ON,Canada,CA
316132,Lori Frank,Female,1974-01-09 00:00:00,London,Ontario,ON,Canada,CA
316234,Brian Diggs,Male,1939-12-28 00:00:00,Regina,Saskatchewan,SK,Canada,CA
316299,Dorothy Bisson,Female,1994-01-16 00:00:00,Victoria,British Columbia,BC,Canada,CA
316443,Carlos Thomas,Male,1943-02-25 00:00:00,Tilley,Alberta,AB,Canada,CA
316540,Daphne Allen,Female,1976-02-16 00:00:00,Toronto,Ontario,ON,Canada,CA
317217,Carolina Harr,Female,1988-11-22 00:00:00,Toronto,Ontario,ON,Canada,CA
317220,James Noel,Male,1946-10-01 00:00:00,Montreal,Quebec,QC,Canada,CA
317608,Donna Diemer,Female,1946-10-09 00:00:00,St Thomas,Ontario,ON,Canada,CA
317821,Bernard Majors,Male,1945-07-09 00:00:00,Bonaventure,Quebec,QC,Canada,CA
318123,Ronald Cleghorn,Male,1999-06-16 00:00:00,Edmonton,Alberta,AB,Canada,CA
318510,Ralph Ross,Male,1939-12-14 00:00:00,Vegreville,Alberta,AB,Canada,CA
319114,Thu Mack,Female,1964-06-13 00:00:00,Surrey,British Columbia,BC,Canada,CA
319166,Bobby Dixson,Male,1976-04-23 00:00:00,Edmonton,Alberta,AB,Canada,CA
320385,Cheryl Farrington,Female,1958-02-18 00:00:00,Abbotsford,British Columbia,BC,Canada,CA
321570,Paula Jackson,Female,1961-01-25 00:00:00,Toronto,Ontario,ON,Canada,CA
321877,David Holloway,Male,1946-10-28 00:00:00,Red Deer,Alberta,AB,Canada,CA
322020,Alvin Wrobel,Male,1999-03-28 00:00:00,Longueuil,Quebec,QC,Canada,CA
323147,Margarita Montez,Female,1989-09-02 00:00:00,Newmarket,Ontario,ON,Canada,CA
323150,William Ellenberger,Male,1979-08-26 00:00:00,Standard,Alberta,AB,Canada,CA
323186,Ginger Paine,Female,1980-01-24 00:00:00,Victoria,British Columbia,BC,Canada,CA
323221,Melvin Deforest,Male,1942-04-28 00:00:00,Orleans,Ontario,ON,Canada,CA
323609,Wilson Ramos,Male,1958-08-08 00:00:00,Saskatoon,Saskatchewan,SK,Canada,CA
323627,Jennifer Petry,Female,1993-10-13 00:00:00,Medicine Hat,Alberta,AB,Canada,CA
323746,Kathryn Reed,Female,1956-09-22 00:00:00,Pont Viau,Quebec,QC,Canada,CA
323829,Carolyn McAdory,Female,1950-04-20 00:00:00,KINGSTON,Ontario,ON,Canada,CA
323946,Robert Meeks,Male,1994-11-02 00:00:00,Port Coquitlam,British Columbia,BC,Canada,CA
324575,Scott Hill,Male,1953-01-30 00:00:00,Musquodoboit Harbour,Nova Scotia,NS,Canada,CA
324941,Ethel Rogalski,Female,1940-07-09 00:00:00,Toronto,Ontario,ON,Canada,CA
325116,Christine Maysonet,Female,1983-01-29 00:00:00,Toronto,Ontario,ON,Canada,CA
325838,Kathy Hollifield,Female,1951-12-19 00:00:00,Deep River,Ontario,ON,Canada,CA
326829,Frances Warren,Female,1976-05-21 00:00:00,Fort Langley,British Columbia,BC,Canada,CA
327124,Richard Blom,Male,1936-08-22 00:00:00,Montreal,Quebec,QC,Canada,CA
327308,Virginia Conn,Female,1943-03-19 00:00:00,Kitchener,Ontario,ON,Canada,CA
327857,Jennifer Brown,Female,1974-08-04 00:00:00,St Georges,Quebec,QC,Canada,CA
327997,Edwin Wong,Male,1957-05-14 00:00:00,Belfast,Prince Edward Island,PE,Canada,CA
328033,Tiffany Garland,Female,1941-01-05 00:00:00,Cooksville,Ontario,ON,Canada,CA
328240,Trevor Leblanc,Male,1999-05-09 00:00:00,Kamloops,British Columbia,BC,Canada,CA
328481,Rosalyn Harrell,Female,1973-02-14 00:00:00,Duparquet,Quebec,QC,Canada,CA
328534,Helen Louque,Female,2000-07-07 00:00:00,Irricana,Alberta,AB,Canada,CA
328556,Henry Milo,Male,1939-12-27 00:00:00,Saskatoon,Saskatchewan,SK,Canada,CA
328606,Joseph Reyes,Male,1948-05-01 00:00:00,Hamilton,Ontario,ON,Canada,CA
328674,Norma Pugh,Female,1955-10-05 00:00:00,Montreal,Quebec,QC,Canada,CA
328756,Virginia Self,Female,1945-02-28 00:00:00,Newmarket,Ontario,ON,Canada,CA
328878,Dennis Ferguson,Male,1976-12-03 00:00:00,Niton Junction,Alberta,AB,Canada,CA
329590,Ella Hyde,Female,1962-04-06 00:00:00,Toronto,Ontario,ON,Canada,CA
329870,Craig Morales,Male,1981-01-14 00:00:00,Slocan,British Columbia,BC,Canada,CA
329908,Jean Alexander,Female,1963-12-18 00:00:00,Webb,Saskatchewan,SK,Canada,CA
330084,William Scott,Male,1973-06-07 00:00:00,New Westminster,British Columbia,BC,Canada,CA
330150,Tim Sander,Male,1976-05-02 00:00:00,Sault Ste Marie,Ontario,ON,Canada,CA
331082,Dawn Walker,Female,1937-09-20 00:00:00,Quebec,Quebec,QC,Canada,CA
331333,Marvin Gourley,Male,1952-10-19 00:00:00,Vancouver,British Columbia,BC,Canada,CA
332217,Margaret West,Female,1992-04-02 00:00:00,Inverary,Ontario,ON,Canada,CA
332319,Janet Worrell,Female,1987-04-18 00:00:00,Grande Prairie,Alberta,AB,Canada,CA
333259,Scott Easterday,Male,1993-08-14 00:00:00,Toronto,Ontario,ON,Canada,CA
334314,Crystal Hagberg,Female,2001-06-04 00:00:00,Toronto,Ontario,ON,Canada,CA
334559,Michael Oliver,Male,1997-09-02 00:00:00,Ottawa,Ontario,ON,Canada,CA
334764,Michael Demello,Male,1956-12-10 00:00:00,Bracebridge,Ontario,ON,Canada,CA
334885,Bernie Allred,Male,1939-03-18 00:00:00,Cumberland,Ontario,ON,Canada,CA
335180,Wayne Ryder,Male,1954-05-29 00:00:00,Burnaby,British Columbia,BC,Canada,CA
335221,Rita Quinn,Female,1964-05-16 00:00:00,Brussels,Ontario,ON,Canada,CA
335927,Julie Carnes,Female,1971-01-02 00:00:00,Sainte-Gertrude,Quebec,QC,Canada,CA
336032,Mary James,Female,1953-07-13 00:00:00,Cranbrook,British Columbia,BC,Canada,CA
336053,Demetrius Bowman,Male,1946-04-03 00:00:00,Toronto,Ontario,ON,Canada,CA
336151,Mary Simms,Female,1966-05-09 00:00:00,Montreal,Quebec,QC,Canada,CA
336239,Leon Barbosa,Male,1957-08-18 00:00:00,Windsor,Ontario,ON,Canada,CA
336865,Kristina Taylor,Female,1970-05-21 00:00:00,Montreal,Quebec,QC,Canada,CA
336953,Gustavo Houston,Male,1965-10-03 00:00:00,Toronto,Ontario,ON,Canada,CA
336992,Charles Islas,Male,1966-06-18 00:00:00,Ottawa,Ontario,ON,Canada,CA
337654,Cynthia Neblett,Female,1959-06-07 00:00:00,Quebec,Quebec,QC,Canada,CA
338118,Elaine Eggers,Female,1939-02-21 00:00:00,Beauharnois,Quebec,QC,Canada,CA
338121,Helen Booze,Female,1968-12-14 00:00:00,Clermont,Quebec,QC,Canada,CA
339399,Robert Hanson,Male,1960-12-28 00:00:00,Toronto,Ontario,ON,Canada,CA
339412,Tammy Kendall,Female,1956-08-03 00:00:00,Kindersley,Saskatchewan,SK,Canada,CA
339939,Heather Mireles,Female,1983-05-10 00:00:00,Montreal,Quebec,QC,Canada,CA
340467,Frank Morales,Male,1998-12-24 00:00:00,Ottawa,Ontario,ON,Canada,CA
340534,Scott Flores,Male,1972-10-20 00:00:00,North Vancouver,British Columbia,BC,Canada,CA
340782,Caleb Pratt,Male,1993-10-08 00:00:00,Lachute,Quebec,QC,Canada,CA
341098,Charles Smith,Male,1939-01-11 00:00:00,Burlington,Ontario,ON,Canada,CA
341186,Noelle Beavers,Female,1960-02-15 00:00:00,Fairview,Alberta,AB,Canada,CA
341347,Dominic Parker,Male,1983-08-31 00:00:00,Surrey,British Columbia,BC,Canada,CA
